time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-15T13:28:02.440Z,36.2367,-97.5588,5,3.9,mwr,,23,0.23,0.46,us,us2000j439,2019-01-31T18:14:47.026Z,"25km WSW of Perry, Oklahoma",earthquake,1.2,5.2,0.069,20,reviewed,ok,us
2019-01-15T11:05:02.300Z,32.8726667,-115.518,9.92,2.88,ml,43,36,0.046,0.3,ci,ci38425344,2019-01-16T19:35:26.262Z,"6km ENE of Imperial, CA",earthquake,0.3,0.62,0.158,63,reviewed,ci,ci
2019-01-15T09:52:40.010Z,32.8848333,-115.5231667,11.92,2.75,ml,56,30,0.03568,0.32,ci,ci38425240,2019-01-17T14:30:34.631Z,"6km NE of Imperial, CA",earthquake,0.28,0.47,0.209,25,reviewed,ci,ci
2019-01-15T00:38:25.840Z,29.1077,-97.6825,5,2.6,mb_lg,,125,0.859,0.45,us,us2000j3yu,2019-01-15T04:46:34.040Z,"19km SSE of Nixon, Texas",earthquake,2.4,2,0.161,10,reviewed,us,us
2019-01-14T18:51:43.730Z,40.3533325,-123.9574966,27.95,2.65,md,14,101,0.08779,0.06,nc,nc73132971,2019-01-14T20:26:04.649Z,"21km SE of Rio Dell, CA",earthquake,0.56,1,0.14,9,automatic,nc,nc
2019-01-14T14:16:35.260Z,33.946,-116.6738333,10,2.57,ml,74,31,0.08035,0.13,ci,ci38424512,2019-01-15T21:38:12.840Z,"11km ENE of Cabazon, CA",earthquake,0.13,0.32,0.206,26,reviewed,ci,ci
2019-01-14T12:11:05.700Z,33.4996667,-116.8071667,4.01,2.67,ml,114,18,0.01389,0.22,ci,ci38424448,2019-01-16T16:51:50.520Z,"8km NE of Aguanga, CA",earthquake,0.11,0.32,0.142,146,reviewed,ci,ci
2019-01-14T09:00:26.930Z,35.7708333,-83.9556667,13.01,2.73,md,28,33,0.1621,0.17,se,se60251261,2019-01-16T01:32:22.348Z,"2km NE of Maryville, Tennessee",earthquake,0.27,0.8,0.108,25,reviewed,se,se
2019-01-14T08:20:07.550Z,36.2711,-97.623,5,3.6,mb_lg,,29,0.244,0.46,us,us2000j3nw,2019-01-16T03:54:38.801Z,"24km E of Waukomis, Oklahoma",earthquake,0.7,1.7,0.064,64,reviewed,us,us
2019-01-13T21:04:59.560Z,37.502,-113.8468333,4.91,2.85,ml,17,73,0.04092,0.17,uu,uu60309567,2019-01-16T22:18:29.413Z,"13km SW of Enterprise, Utah",earthquake,0.4,0.92,0.168,11,reviewed,uu,uu
2019-01-13T20:58:38.350Z,35.4658,-100.2442,5,2.7,mb_lg,,106,0.36,1.06,us,us2000j3k9,2019-01-14T08:53:54.002Z,"3km NE of Wheeler, Texas",earthquake,1.1,1.9,0.09,32,reviewed,us,us
2019-01-13T09:47:35.571Z,37.333,-115.7165,4.1,2.5,ml,55,69.57,0.262,0.2217,nn,nn00674241,2019-01-15T08:43:27.128Z,"49km W of Alamo, Nevada",earthquake,,2.6,0.3,32,reviewed,nn,nn
2019-01-13T09:35:48.000Z,40.3746681,-124.9926682,-0.15,4.14,mw,83,240,0.5102,0.2,nc,nc73132506,2019-01-13T15:37:48.994Z,"60km W of Petrolia, CA",earthquake,1.19,3.19,,6,reviewed,nc,nc
2019-01-12T18:38:47.980Z,34.2263333,-118.5,12.95,2.65,ml,113,19,0.04307,0.19,ci,ci38423128,2019-01-30T17:53:49.292Z,"3km ESE of Northridge, CA",earthquake,0.12,0.23,0.155,197,reviewed,ci,ci
2019-01-12T08:29:59.460Z,32.6035,-118.0903333,27.51,2.52,ml,27,224,0.4568,0.2,ci,ci38422784,2019-01-14T16:51:02.737Z,"34km SE of San Clemente Is. (SE tip), CA",earthquake,0.78,0.5,0.208,78,reviewed,ci,ci
2019-01-12T06:50:16.330Z,38.8218346,-122.7661667,1.72,2.5,md,27,49,0.009107,0.05,nc,nc73132141,2019-01-12T15:51:15.175Z,"4km W of Cobb, CA",earthquake,0.19,0.34,0.13,6,automatic,nc,nc
2019-01-12T04:27:05.220Z,36.5523333,-89.6111667,11.63,2.93,md,68,22,0.03019,0.11,nm,nm60250991,2019-01-16T03:21:37.627Z,"3km S of Lilbourn, Missouri",earthquake,0.12,0.23,0.139,69,reviewed,nm,nm
2019-01-12T04:14:42.600Z,37.4743333,-118.8186667,3.09,3.3,md,31,106,0.1085,0.04,nc,nc73132126,2019-01-17T20:09:03.527Z,"16km SW of Toms Place, CA",earthquake,0.28,1.16,0.132,60,reviewed,nc,nc
2019-01-12T01:07:54.350Z,34.0121667,-118.4713333,10.15,2.58,ml,88,114,0.02302,0.25,ci,ci38422536,2019-01-14T16:02:16.810Z,"2km ESE of Santa Monica, CA",earthquake,0.18,0.29,0.205,142,reviewed,ci,ci
2019-01-11T21:19:05.680Z,33.9161667,-117.7991667,15.46,3.14,ml,176,18,0.01227,0.19,ci,ci38422336,2019-01-16T16:17:25.264Z,"3km NNE of Yorba Linda, CA",earthquake,0.1,0.15,0.178,286,reviewed,ci,ci
2019-01-11T17:43:08.560Z,35.0808333,-118.9966667,17.39,2.84,ml,52,47,0.1441,0.2,ci,ci38422208,2019-01-15T10:31:30.339Z,"16km NNW of Grapevine, CA",earthquake,0.18,0.47,0.137,125,reviewed,ci,ci
2019-01-11T02:26:41.730Z,33.5226667,-116.3306667,13.05,2.64,ml,100,28,0.07939,0.15,ci,ci38421752,2019-01-12T02:06:15.730Z,"16km S of La Quinta, CA",earthquake,0.09,0.24,0.133,135,reviewed,ci,ci
2019-01-11T00:47:11.970Z,36.0058327,-120.5801697,4.35,2.89,md,47,138,0.03279,0.09,nc,nc73131821,2019-01-11T01:52:02.231Z,"18km NW of Parkfield, CA",earthquake,0.28,0.3,0.16,38,automatic,nc,nc
2019-01-10T20:39:11.650Z,33.3216667,-116.4191667,7.19,2.55,ml,75,27,0.04385,0.19,ci,ci38421480,2019-01-10T21:20:51.370Z,"8km NNW of Borrego Springs, CA",earthquake,0.18,0.46,0.191,25,reviewed,ci,ci
2019-01-10T13:48:59.620Z,45.429,-66.2618,5,3.8,mb_lg,,120,0.514,0.5,us,us2000j2is,2019-01-13T13:59:17.287Z,"23km NW of Saint John, Canada",earthquake,1.6,2,0.111,21,reviewed,us,us
2019-01-10T11:52:09.490Z,38.8356667,-122.8366699,1.28,2.74,md,25,77,0.003061,0.04,nc,nc73131566,2019-01-16T16:05:13.031Z,"10km NW of The Geysers, CA",earthquake,0.19,0.29,0.06,7,automatic,nc,nc
2019-01-10T05:43:06.060Z,37.4261667,-118.5643333,13.84,2.64,md,30,102,0.1405,0.06,nc,nc73131501,2019-01-11T02:04:43.616Z,"3km ENE of Round Valley, CA",earthquake,0.38,1.02,0.236,34,reviewed,nc,nc
2019-01-10T00:05:58.730Z,40.2988319,-124.4919968,20.03,3.31,ml,15,268,0.1779,0.08,nc,nc73131416,2019-02-01T05:40:43.040Z,"18km W of Petrolia, CA",earthquake,1.64,0.38,0.342,7,automatic,nc,nc
2019-01-09T11:00:55.248Z,38.3833,-115.8292,4.7,3.1,ml,36,116.06,0.194,0.1841,nn,nn00673828,2019-01-10T03:42:13.912Z,"50km SW of Currant, Nevada",earthquake,,1.7,0.36,16,reviewed,nn,nn
2019-01-09T06:04:52.780Z,33.1211667,-116.0593333,3.7,3.04,ml,106,28,0.09738,0.2,ci,ci38420072,2019-01-11T21:27:36.688Z,"7km ESE of Ocotillo Wells, CA",earthquake,0.12,0.43,0.128,161,reviewed,ci,ci
2019-01-09T05:51:36.520Z,31.185,-116.4256667,4.51,3.17,ml,14,244,0.5866,0.19,ci,ci38420064,2019-01-09T18:12:22.699Z,"61km SSE of Maneadero, B.C., MX",earthquake,0.5,0.93,0.18,111,reviewed,ci,ci
2019-01-09T02:06:45.720Z,36.9396667,-113.5286667,5.8,3.02,ml,21,176,0.1242,0.17,uu,uu60017014,2019-01-09T15:37:14.896Z,"18km SSE of Saint George, Utah",earthquake,0.59,0.91,0.185,10,reviewed,uu,uu
2019-01-09T01:46:08.230Z,36.9383333,-113.516,4.77,3.12,ml,13,137,0.1307,0.17,uu,uu60017009,2019-01-15T06:22:28.040Z,"18km SSE of Saint George, Utah",earthquake,0.66,1.39,0.082,8,reviewed,uu,uu
2019-01-09T01:45:58.560Z,36.9585,-113.519,8.37,2.63,ml,22,135,0.113,0.19,uu,uu60309232,2019-01-15T06:19:14.040Z,"17km SSE of Saint George, Utah",earthquake,0.43,0.66,0.197,4,reviewed,uu,uu
2019-01-08T22:26:33.060Z,33.1981667,-90.9341667,16.35,3.7,mw,28,59,0.632,0.22,nm,nm60224502,2019-01-26T03:16:46.040Z,"8km WNW of Hollandale, Mississippi",earthquake,0.25,0.68,,0,reviewed,nm,nm
2019-01-07T17:16:59.020Z,36.4785,-98.2097,7.4,2.8,ml,,89,0.184,0.38,us,us2000j150,2019-01-31T17:53:22.040Z,"9km SE of Helena, Oklahoma",earthquake,1.4,3.1,0.182,21,reviewed,ok,ok
2019-01-07T16:43:07.620Z,36.8196,-97.7199,5,3.4,ml,,30,0.116,0.17,us,us2000j148,2019-01-09T19:05:31.767Z,"1km NE of Medford, Oklahoma",earthquake,1.6,6.4,,46,reviewed,ok,ok
2019-01-07T15:35:25.300Z,38.793335,-122.7365036,0.87,2.5,md,10,187,0.04704,0.12,nc,nc73130881,2019-01-10T10:06:02.910Z,"2km NE of The Geysers, CA",earthquake,0.61,1,0.14,10,automatic,nc,nc
2019-01-07T14:43:50.710Z,35.824,-98.2453,6.25,2.9,ml,,123,0.205,0.76,us,us2000j13k,2019-01-27T18:05:06.040Z,"15km E of Watonga, Oklahoma",earthquake,1.3,7.6,0.157,11,reviewed,ok,ok
2019-01-07T07:15:29.720Z,38.0636667,-118.878,5.9,2.74,md,26,101,0.08115,0.04,nc,nc73130731,2019-01-08T22:24:57.944Z,"20km SE of Bodie, CA",earthquake,0.29,1.18,0.31,23,reviewed,nc,nc
2019-01-07T05:03:06.780Z,34.5918333,-117.4266667,8.05,2.64,ml,111,32,0.0417,0.18,ci,ci38418576,2019-01-08T23:24:09.970Z,"2km WNW of Adelanto, CA",earthquake,0.11,0.33,0.187,25,reviewed,ci,ci
2019-01-07T02:45:20.230Z,31.1653,-103.2513,5,2.5,mb_lg,,53,0.252,0.74,us,us2000j0ym,2019-01-24T03:26:04.040Z,"36km SE of Pecos, Texas",earthquake,1.1,1.8,0.124,19,reviewed,us,us
2019-01-07T01:04:14.170Z,36.5848351,-121.1875,2.96,2.62,md,24,115,0.01416,0.08,nc,nc73130691,2019-01-07T14:39:19.744Z,"7km NNW of Pinnacles, CA",earthquake,0.3,0.5,0.21,24,automatic,nc,nc
2019-01-06T10:38:30.070Z,36.3682,-98.1445,3.69,3.7,ml,,93,0.05,0.89,us,us2000j0sk,2019-01-27T13:36:46.519Z,"22km SSE of Helena, Oklahoma",earthquake,1.7,5.6,0.211,12,reviewed,ok,ok
2019-01-06T05:39:45.730Z,44.792,-110.2375,6.45,2.75,md,6,234,0.07782,0.15,uu,uu60016994,2019-01-07T17:57:45.870Z,"59km NE of Old Faithful Geyser, Wyoming",earthquake,2.56,1.51,0.132,3,reviewed,uu,uu
2019-01-06T05:39:31.650Z,44.7566667,-110.2405,6.87,2.6,md,9,116,0.06243,0.06,uu,uu60016989,2019-01-07T17:55:09.260Z,"57km NE of Old Faithful Geyser, Wyoming",earthquake,0.36,0.61,0.46,4,reviewed,uu,uu
2019-01-06T05:39:06.730Z,44.741,-110.25,2.08,2.58,md,6,106,0.067,0.19,uu,uu60016984,2019-01-07T17:52:01.850Z,"55km NE of Old Faithful Geyser, Wyoming",earthquake,0.9,12.79,0.663,3,reviewed,uu,uu
2019-01-06T05:38:42.460Z,44.7526667,-110.2343333,8.79,2.78,ml,14,111,0.0572,0.08,uu,uu60016979,2019-01-11T05:24:14.499Z,"57km NE of Old Faithful Geyser, Wyoming",earthquake,0.42,0.59,0.231,5,reviewed,uu,uu
2019-01-05T23:17:44.200Z,35.905,-97.229,5.8,3.1,ml,,103,0.213,0.34,us,us2000j0n6,2019-01-20T04:36:24.749Z,"5km SSE of Langston, Oklahoma",earthquake,1.4,3.9,0.349,13,reviewed,ok,ok
2019-01-05T17:30:22.390Z,32.6413333,-118.0498333,5.84,3.15,ml,66,209,0.459,0.3,ci,ci38417624,2019-01-21T20:43:45.040Z,"34km SE of San Clemente Is. (SE tip), CA",earthquake,0.46,31.61,0.132,235,reviewed,ci,ci
2019-01-05T09:36:59.290Z,26.2287,-110.6617,10,4.5,mb,,143,1.781,1.26,us,us2000j0h7,2019-02-01T08:04:44.547Z,"72km ENE of Loreto, Mexico",earthquake,8.1,1.9,0.052,109,reviewed,us,us
2019-01-04T16:01:18.490Z,40.4276,-107.0259,5,2.5,ml,,68,0.946,0.46,us,us2000j1vd,2019-01-11T06:22:20.040Z,"17km WSW of Steamboat Springs, Colorado",earthquake,3,2,0.064,32,reviewed,us,us
2019-01-04T13:11:33.470Z,38.5886667,-112.2611667,-2.58,2.62,ml,26,66,0.09309,0.23,uu,uu60308897,2019-01-04T15:37:28.350Z,"13km WSW of Monroe, Utah",earthquake,0.34,1.03,0.129,11,reviewed,uu,uu
2019-01-04T12:48:14.410Z,26.2623,-110.6803,10,2.9,ml,,142,1.748,0.68,us,us2000j0qc,2019-01-06T07:02:26.040Z,"72km ENE of Loreto, Mexico",earthquake,7.5,2,0.128,8,reviewed,us,us
2019-01-04T12:33:05.950Z,26.3473,-110.8389,10,4.9,mb,,145,1.583,1.22,us,us2000j09h,2019-01-04T19:43:59.915Z,"62km NE of Loreto, Mexico",earthquake,7.5,1.9,0.053,112,reviewed,us,us
2019-01-04T07:29:37.170Z,42.6747,-111.2117,12.11,2.5,ml,,43,0.122,0.51,us,us2000j0aa,2019-01-27T06:50:15.040Z,"23km WSW of Afton, Wyoming",earthquake,1.2,8.8,0.052,48,reviewed,us,us
2019-01-03T06:09:09.260Z,31.6514,-104.2926,5,2.7,ml,,53,0.358,0.7,us,us2000j006,2019-01-31T14:08:30.350Z,"66km W of Mentone, Texas",earthquake,1.8,2,0.097,20,reviewed,us,us
2019-01-03T03:32:13.770Z,33.4996667,-116.8078333,2.57,3.1,ml,126,18,0.01413,0.23,ci,ci38414776,2019-01-09T22:18:27.381Z,"8km NE of Aguanga, CA",earthquake,0.1,0.28,0.147,259,reviewed,ci,ci
2019-01-02T20:06:28.620Z,35.8429985,-120.3945007,6.26,2.87,md,55,78,0.03522,0.08,nc,nc73129456,2019-01-04T16:49:14.052Z,"7km SSE of Parkfield, CA",earthquake,0.17,0.3,0.14,53,automatic,nc,nc
2019-01-02T15:47:03.600Z,38.5778333,-112.2591667,7.36,2.91,ml,29,63,0.08264,0.27,uu,uu60308782,2019-01-27T06:35:40.705Z,"13km WSW of Monroe, Utah",earthquake,0.38,0.8,0.151,17,reviewed,uu,uu
2019-01-02T09:42:51.250Z,36.7595,-98.0512,7.78,3.1,ml,,101,,0.2,us,us2000izsx,2019-01-31T08:09:37.052Z,"27km E of Cherokee, Oklahoma",earthquake,1,5.6,0.287,23,reviewed,ok,ok
2019-01-02T06:40:31.910Z,36.0975,-97.8831,5,2.6,mb_lg,,42,0.166,0.21,us,us2000izs5,2019-01-05T07:05:28.001Z,"1km SE of Hennessey, Oklahoma",earthquake,1,1.9,0.104,24,reviewed,us,us
2019-01-02T01:40:46.170Z,36.4507,-96.8813,5.4,3.2,ml,,73,,0.23,us,us2000izra,2019-01-06T05:40:32.979Z,"14km NNW of Pawnee, Oklahoma",earthquake,1.4,2.7,0.223,23,reviewed,ok,ok
2019-01-02T00:41:36.180Z,36.3699989,-121.4905014,7.72,2.81,md,59,117,0.05257,0.12,nc,nc73129231,2019-01-03T11:04:25.761Z,"16km SSW of Gonzales, CA",earthquake,0.27,0.58,0.14,60,automatic,nc,nc
2019-01-01T23:46:04.080Z,36.8110008,-121.5358353,4.61,2.57,md,40,45,0.0309,0.08,nc,nc73129226,2019-01-07T14:39:38.821Z,"4km S of San Juan Bautista, CA",earthquake,0.18,0.3,0.13,42,automatic,nc,nc
2019-01-01T22:59:54.880Z,40.8868332,-123.4974976,20.31,3.41,ml,50,38,0.1787,0.39,nc,nc73129211,2019-01-13T02:07:40.040Z,"13km ESE of Willow Creek, CA",earthquake,0.71,1.68,0.305,13,automatic,nc,nc
2019-01-01T22:39:21.510Z,26.3236,-110.7567,10,4.1,mb,,143,1.656,0.98,us,us2000izqm,2019-01-25T04:40:56.040Z,"68km ENE of Loreto, Mexico",earthquake,6.5,2,0.234,5,reviewed,us,us
2019-01-01T12:01:46.950Z,34.1781667,-117.3446667,8.88,2.5,ml,110,25,0.03332,0.15,ci,ci38412688,2019-01-04T02:19:57.520Z,"3km N of Muscoy, CA",earthquake,0.1,0.21,0.192,23,reviewed,ci,ci
2018-12-31T15:45:34.970Z,33.9173333,-117.035,15.09,2.79,ml,132,17,0.04543,0.16,ci,ci38411808,2019-01-04T00:23:36.720Z,"6km WSW of Beaumont, CA",earthquake,0.11,0.18,0.167,24,reviewed,ci,ci
2018-12-31T10:21:22.880Z,44.5685,-110.4931667,2.52,2.75,ml,9,90,0.06605,0.09,uu,uu60016814,2019-01-25T13:51:39.040Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.41,31.61,0.229,4,reviewed,uu,uu
2018-12-31T10:21:08.830Z,44.573,-110.4863333,4.89,2.6,md,18,73,0.06197,0.14,uu,uu60308677,2019-01-02T17:51:42.973Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.32,0.65,0.532,7,reviewed,uu,uu
2018-12-31T09:14:55.440Z,35.6691666,-121.1078339,5.56,2.75,md,45,133,0.139,0.07,nc,nc73128711,2018-12-31T09:51:03.347Z,"8km ENE of San Simeon, CA",earthquake,0.22,0.65,0.13,46,automatic,nc,nc
2018-12-31T07:25:45.310Z,44.5718333,-110.5008333,4.79,2.7,ml,21,51,0.07195,0.13,uu,uu60308567,2019-01-29T15:28:56.040Z,"28km ENE of Old Faithful Geyser, Wyoming",earthquake,0.25,0.59,0.327,7,reviewed,uu,uu
2018-12-30T20:31:27.740Z,35.3304,-112.6311,5,3.2,ml,,65,0.281,0.65,us,us2000iza7,2019-01-28T18:18:10.287Z,"22km E of Seligman, Arizona",earthquake,1.4,1.9,0.05,52,reviewed,us,us
2018-12-30T16:18:22.160Z,33.0323333,-116.4341667,8.93,2.82,ml,111,17,0.04497,0.2,ci,ci38410936,2019-01-03T21:16:53.640Z,"16km ESE of Julian, CA",earthquake,0.11,0.34,0.184,25,reviewed,ci,ci
2018-12-30T14:40:08.990Z,35.3577,-112.6116,5,2.5,ml,,147,0.311,0.53,us,us2000iz8k,2018-12-30T21:22:09.897Z,"24km E of Seligman, Arizona",earthquake,2.8,2,0.071,26,reviewed,us,us
2018-12-30T09:08:56.100Z,35.3307,-112.5913,5,3,ml,,83,0.291,0.32,us,us2000iz5k,2019-01-19T14:13:31.675Z,"26km E of Seligman, Arizona",earthquake,1.1,1.9,0.044,67,reviewed,us,us
2018-12-30T06:15:04.920Z,37.0205002,-121.857666,15.49,2.64,md,59,89,0.02998,0.17,nc,nc73128201,2018-12-31T07:53:12.602Z,"2km SSE of Day Valley, CA",earthquake,0.28,0.5,0.18,63,automatic,nc,nc
2018-12-30T01:29:37.170Z,37.5201667,-118.4011667,10.89,3.09,md,35,84,0.04358,0.06,nc,nc73128161,2019-01-28T21:16:50.860Z,"15km N of Dixon Lane-Meadow Creek, CA",earthquake,0.31,0.8,0.142,45,reviewed,nc,nc
2018-12-29T08:48:44.730Z,35.6547,-97.3898,5,2.5,mb_lg,,37,0.015,0.47,us,us2000iyvs,2019-01-19T14:11:17.830Z,"7km E of Edmond, Oklahoma",earthquake,1.3,1.9,0.079,42,reviewed,us,us
2018-12-29T04:05:57.890Z,36.0998,-97.8674,5,3,mb_lg,,33,0.386,0.25,us,us2000iytp,2019-01-30T22:18:46.040Z,"3km ESE of Hennessey, Oklahoma",earthquake,1.3,1.9,0.081,40,reviewed,us,us
2018-12-28T21:27:56.881Z,38.3841,-118.9127,8.5,2.6,ml,25,56.72,0.137,0.2175,nn,nn00672271,2019-01-19T04:31:59.040Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.6,0.42,11,reviewed,nn,nn
2018-12-28T12:32:28.980Z,36.3858,-98.386,5,3.1,mb_lg,,45,0.345,0.31,us,us2000iym1,2019-01-30T13:48:52.040Z,"15km NNE of Fairview, Oklahoma",earthquake,1.1,1.9,0.054,88,reviewed,us,us
2018-12-28T02:44:32.560Z,40.465168,-124.8453369,0.85,2.66,ml,26,295,0.4892,0.16,nc,nc73127406,2018-12-28T03:24:03.162Z,"50km WNW of Petrolia, CA",earthquake,4.41,6.01,0.11,5,automatic,nc,nc
2018-12-27T19:51:06.800Z,37.4725,-118.8393333,2.99,2.52,md,37,86,0.1176,0.07,nc,nc73127266,2019-01-04T20:55:02.270Z,"17km SW of Toms Place, CA",earthquake,0.24,1.06,0.28,34,reviewed,nc,nc
2018-12-27T19:49:59.440Z,37.4721667,-118.8413333,4.63,2.76,md,37,86,0.1181,0.05,nc,nc73127261,2019-01-04T20:40:03.072Z,"17km SW of Toms Place, CA",earthquake,0.23,1.35,0.204,34,reviewed,nc,nc
2018-12-27T16:23:16.080Z,32.2496667,-116.4771667,21.41,2.61,ml,28,174,0.1701,0.16,ci,ci38408032,2018-12-27T19:31:02.586Z,"38km SSE of Tecate, B.C., MX",earthquake,0.38,0.92,0.191,21,reviewed,ci,ci
2018-12-27T01:14:59.950Z,34.4076667,-116.892,1.56,3.41,ml,129,29,0.07698,0.14,ci,ci38407640,2019-01-30T02:48:47.115Z,"8km ESE of Lucerne Valley, CA",earthquake,0.08,0.22,0.131,318,reviewed,ci,ci
2018-12-26T21:30:08.380Z,42.577,-111.4649,9.12,3.2,ml,,45,0.129,0.58,us,us2000ixth,2019-01-16T04:42:54.444Z,"14km SE of Soda Springs, Idaho",earthquake,1.5,9.7,0.053,46,reviewed,us,us
2018-12-26T04:23:59.290Z,32.9543,-100.9086,1.15,3.3,ml,,57,0.078,0.38,us,us2000ixly,2019-01-29T00:40:37.040Z,"26km N of Snyder, Texas",earthquake,1.8,8.2,0.148,6,reviewed,us,us
2018-12-26T02:18:59.620Z,36.2829,-97.5068,5,2.9,ml,,49,0.22,0.23,us,us2000ixku,2018-12-31T02:29:19.879Z,"19km W of Perry, Oklahoma",earthquake,0.8,3.9,,48,reviewed,ok,ok
2018-12-26T02:13:32.820Z,36.5726662,-121.1661682,2.55,2.69,md,37,41,0.01115,0.05,nc,nc73126371,2018-12-26T02:34:02.837Z,"5km NNW of Pinnacles, CA",earthquake,0.16,0.23,0.2,36,automatic,nc,nc
2018-12-26T00:25:48.560Z,36.7135,-104.9838,5,3.6,mwr,,91,0.13,0.46,us,us2000ixjt,2019-01-15T05:33:53.770Z,"23km NNW of Cimarron, New Mexico",earthquake,1.9,2,0.075,17,reviewed,us,us
2018-12-25T05:08:43.040Z,31.4663333,-116.9935,5.56,3.47,ml,27,262,0.8897,0.29,ci,ci38406232,2019-01-07T22:00:40.611Z,"49km SW of Maneadero, B.C., MX",earthquake,0.78,1.39,0.226,200,reviewed,ci,ci
2018-12-24T21:29:17.030Z,38.7878342,-122.7613297,0.05,2.64,md,25,60,0.01743,0.07,nc,nc73126051,2018-12-24T22:21:04.477Z,"1km NNW of The Geysers, CA",earthquake,0.2,0.49,0.04,6,automatic,nc,nc
2018-12-23T20:10:29.880Z,35.4911667,-84.1481667,19.01,2.77,md,28,58,0.08163,0.1,se,se60222627,2019-01-28T17:34:41.404Z,"13km SE of Vonore, Tennessee",earthquake,0.19,0.36,0.07,19,reviewed,se,se
2018-12-23T18:04:34.570Z,34.851,-120.3963333,1.42,3.23,ml,41,91,0.08524,0.2,ci,ci38404744,2019-01-20T16:30:33.040Z,"4km ESE of Orcutt, CA",earthquake,0.23,0.36,0.124,234,reviewed,ci,ci
2018-12-23T15:44:23.590Z,33.391,-116.9246667,13.21,2.54,ml,107,24,0.0639,0.23,ci,ci38404648,2019-01-08T02:23:00.780Z,"7km NW of Palomar Observatory, CA",earthquake,0.14,0.43,0.158,202,reviewed,ci,ci
2018-12-23T11:11:02.970Z,44.8263333333333,-123.786833333333,48.58,2.53,ml,25,123,,0.16,uw,uw61507661,2019-01-13T09:56:29.040Z,"15km NE of Siletz, Oregon",earthquake,0.37,0.69,0.0979984790844028,15,reviewed,uw,uw
2018-12-23T09:02:07.350Z,36.5706673,-121.1600037,2.69,3.3,ml,57,64,0.01615,0.08,nc,nc73125516,2019-01-13T09:18:30.040Z,"5km NNW of Pinnacles, CA",earthquake,0.14,0.25,0.265,11,automatic,nc,nc
2018-12-23T08:46:26.100Z,31.6567,-104.5012,5,3,mb_lg,,69,0.485,0.43,us,us2000iwlj,2019-01-18T09:10:34.782Z,"75km NNE of Van Horn, Texas",earthquake,1.7,1.9,0.085,47,reviewed,us,us
2018-12-23T08:08:39.150Z,31.6792,-104.5146,5,2.8,mb_lg,,86,0.482,0.67,us,us2000iwl0,2019-01-18T09:08:13.040Z,"77km NNE of Van Horn, Texas",earthquake,2.4,1.2,0.098,33,reviewed,us,us
2018-12-23T00:09:17.830Z,36.953,-113.5186667,8.58,2.89,ml,26,69,0.1175,0.2,uu,uu60307942,2019-01-29T23:52:24.943Z,"17km SSE of Saint George, Utah",earthquake,0.48,0.48,0.234,11,reviewed,uu,uu
2018-12-22T23:20:25.020Z,36.879,-97.9152,7.21,3.1,ml,,80,0.052,0.38,us,us2000iwfw,2019-01-11T02:40:19.040Z,"18km WNW of Medford, Oklahoma",earthquake,1.4,5.7,0.254,19,reviewed,ok,ok
2018-12-22T10:58:03.550Z,31.156,-103.259,5,3.4,mwr,,54,0.242,0.59,us,us2000iw9m,2019-01-17T12:43:43.811Z,"37km SE of Pecos, Texas",earthquake,1.8,1.9,0.098,10,reviewed,us,us
2018-12-22T07:41:51.170Z,29.0315,-97.9739,5,3,mb_lg,,77,0.227,0.7,us,us2000iw8d,2019-01-13T08:50:04.720Z,"11km ESE of Poth, Texas",earthquake,1,1.9,0.083,38,reviewed,us,us
2018-12-22T05:32:46.200Z,29.0537,-97.9608,5,3.2,mb_lg,,114,1.064,0.68,us,us2000iw7c,2019-01-13T07:39:28.760Z,"11km E of Poth, Texas",earthquake,1.8,2,0.076,45,reviewed,us,us
2018-12-22T05:03:12.240Z,40.0408325,-120.805336,-1.8,3.13,ml,43,66,0.06125,0.48,nc,nc73125221,2019-01-13T07:17:36.040Z,"5km SE of Taylorsville, CA",earthquake,0.79,2.17,0.304,4,automatic,nc,nc
2018-12-22T00:15:45.970Z,37.469,-118.8175,5.53,2.78,md,43,77,0.1128,0.06,nc,nc73125131,2018-12-23T02:04:42.169Z,"16km SW of Toms Place, CA",earthquake,0.22,1.12,0.206,50,reviewed,nc,nc
2018-12-21T23:58:54.140Z,39.5345,-121.4938333,-0.16,2.5,mh,4,190,0.02061,0.01,nc,nc73125121,2018-12-22T01:51:04.923Z,"3km NNW of Oroville East, CA",chemical explosion,4.28,31.61,,0,reviewed,nc,nc
2018-12-21T21:24:54.650Z,33.3031,-97.8742,0,2.7,mb_lg,,54,0.307,0.66,us,us2000iw3h,2018-12-23T05:48:52.535Z,"7km W of Chico, Texas",quarry blast,2.1,1.9,0.132,19,reviewed,us,us
2018-12-21T18:47:46.740Z,31.231,-103.3669,5,2.7,ml,,57,0.312,0.54,us,us2000iw0w,2019-01-12T22:03:27.040Z,"24km SSE of Pecos, Texas",earthquake,2.4,2,0.077,60,reviewed,us,us
